"export-plots data (NetLogo 5.0.5)"
"Trex_GutCapacity_CarcassDelay_12June14.nlogo"
"06/22/2014 16:18:08:589 +0100"

"MODEL SETTINGS"
"n-trex8000","n-trex6000","n-troodon","n-carcasses216","rap_vision","n-carcasses5000","n-carcasses700","n-trex4000","n-albertosaurus","n-trex2000","n-carcasses25000","n-trex100","n-trex500","n-trex1000","n-carcasses8500","n-carcasses75","rex_vision","n-carcasses2500","n-trex10000","n-dromaeosaur"
"0","0","0","4","0.5","1","1","0","0","0","1","1","0","0","1","10","0.5","1","0","443"

"""Fitness Plot Trex100"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","231","0","46200","true","""fitness""","false","1"

"pen name","pen down?","mode","interval","color","x"
"""fitness""","true","0","1","0","200"

"""fitness"""
"x","y","color","pen down?"
"0","0","0","true"
"1","0","0","true"
"2","0","0","true"
"3","0","0","true"
"4","0","0","true"
"5","0","0","true"
"6","0","0","true"
"7","0","0","true"
"8","0","0","true"
"9","42000","0","true"
"10","42000","0","true"
"11","0","0","true"
"12","42000","0","true"
"13","0","0","true"
"14","42000","0","true"
"15","42000","0","true"
"16","41700","0","true"
"17","42000","0","true"
"18","0","0","true"
"19","0","0","true"
"20","42000","0","true"
"21","42000","0","true"
"22","42000","0","true"
"23","42000","0","true"
"24","42000","0","true"
"25","42000","0","true"
"26","42000","0","true"
"27","42000","0","true"
"28","0","0","true"
"29","42000","0","true"
"30","40500","0","true"
"31","42000","0","true"
"32","41700","0","true"
"33","0","0","true"
"34","40200","0","true"
"35","0","0","true"
"36","42000","0","true"
"37","42000","0","true"
"38","41400","0","true"
"39","42000","0","true"
"40","42000","0","true"
"41","40200","0","true"
"42","42000","0","true"
"43","42000","0","true"
"44","0","0","true"
"45","42000","0","true"
"46","42000","0","true"
"47","42000","0","true"
"48","42000","0","true"
"49","42000","0","true"
"50","42000","0","true"
"51","0","0","true"
"52","42000","0","true"
"53","42000","0","true"
"54","0","0","true"
"55","0","0","true"
"56","42000","0","true"
"57","42000","0","true"
"58","42000","0","true"
"59","42000","0","true"
"60","41100","0","true"
"61","41100","0","true"
"62","42000","0","true"
"63","42000","0","true"
"64","42000","0","true"
"65","42000","0","true"
"66","0","0","true"
"67","40200","0","true"
"68","42000","0","true"
"69","33500","0","true"
"70","42000","0","true"
"71","42000","0","true"
"72","41400","0","true"
"73","42000","0","true"
"74","0","0","true"
"75","0","0","true"
"76","0","0","true"
"77","42000","0","true"
"78","40200","0","true"
"79","42000","0","true"
"80","42000","0","true"
"81","0","0","true"
"82","40500","0","true"
"83","0","0","true"
"84","42000","0","true"
"85","40200","0","true"
"86","42000","0","true"
"87","0","0","true"
"88","20100","0","true"
"89","0","0","true"
"90","40200","0","true"
"91","13400","0","true"
"92","0","0","true"
"93","42000","0","true"
"94","0","0","true"
"95","42000","0","true"
"96","6700","0","true"
"97","42000","0","true"
"98","42000","0","true"
"99","0","0","true"
"100","42000","0","true"
"101","40200","0","true"
"102","42000","0","true"
"103","42000","0","true"
"104","42000","0","true"
"105","40500","0","true"
"106","41400","0","true"
"107","42000","0","true"
"108","42000","0","true"
"109","42000","0","true"
"110","41700","0","true"
"111","42000","0","true"
"112","42000","0","true"
"113","42000","0","true"
"114","42000","0","true"
"115","42000","0","true"
"116","33500","0","true"
"117","42000","0","true"
"118","42000","0","true"
"119","41700","0","true"
"120","40200","0","true"
"121","42000","0","true"
"122","42000","0","true"
"123","42000","0","true"
"124","42000","0","true"
"125","42000","0","true"
"126","42000","0","true"
"127","42000","0","true"
"128","42000","0","true"
"129","41700","0","true"
"130","42000","0","true"
"131","42000","0","true"
"132","42000","0","true"
"133","0","0","true"
"134","42000","0","true"
"135","42000","0","true"
"136","42000","0","true"
"137","42000","0","true"
"138","40200","0","true"
"139","0","0","true"
"140","42000","0","true"
"141","0","0","true"
"142","42000","0","true"
"143","0","0","true"
"144","42000","0","true"
"145","42000","0","true"
"146","42000","0","true"
"147","42000","0","true"
"148","40200","0","true"
"149","26800","0","true"
"150","42000","0","true"
"151","42000","0","true"
"152","42000","0","true"
"153","42000","0","true"
"154","42000","0","true"
"155","42000","0","true"
"156","42000","0","true"
"157","41100","0","true"
"158","41700","0","true"
"159","40200","0","true"
"160","42000","0","true"
"161","42000","0","true"
"162","42000","0","true"
"163","42000","0","true"
"164","20100","0","true"
"165","0","0","true"
"166","42000","0","true"
"167","42000","0","true"
"168","42000","0","true"
"169","42000","0","true"
"170","40200","0","true"
"171","0","0","true"
"172","42000","0","true"
"173","0","0","true"
"174","42000","0","true"
"175","0","0","true"
"176","42000","0","true"
"177","42000","0","true"
"178","42000","0","true"
"179","42000","0","true"
"180","41100","0","true"
"181","0","0","true"
"182","42000","0","true"
"183","42000","0","true"
"184","40500","0","true"
"185","0","0","true"
"186","0","0","true"
"187","40200","0","true"
"188","42000","0","true"
"189","42000","0","true"
"190","42000","0","true"
"191","40500","0","true"
"192","0","0","true"
"193","0","0","true"
"194","42000","0","true"
"195","42000","0","true"
"196","40200","0","true"
"197","42000","0","true"
"198","0","0","true"
"199","0","0","true"
"200","0","0","true"

"""Fitness Plot Trex500"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","10","0","10","true","""fitness""","false","1"

"pen name","pen down?","mode","interval","color","x"
"""fitness""","true","0","1","0","0"

"""fitness"""
"x","y","color","pen down?"

"""Fitness Plot Trex1000"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","10","0","10","true","""fitness""","false","1"

"pen name","pen down?","mode","interval","color","x"
"""fitness""","true","0","1","0","0"

"""fitness"""
"x","y","color","pen down?"

"""Fitness Plot Trex2000"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","10","0","10","true","""fitness""","false","1"

"pen name","pen down?","mode","interval","color","x"
"""fitness""","true","0","1","0","0"

"""fitness"""
"x","y","color","pen down?"

"""Fitness Plot Trex4000"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","10","0","10","true","""fitness""","false","1"

"pen name","pen down?","mode","interval","color","x"
"""fitness""","true","0","1","0","0"

"""fitness"""
"x","y","color","pen down?"

"""Fitness Plot Trex6000"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","10","0","10","true","""fitness""","false","1"

"pen name","pen down?","mode","interval","color","x"
"""fitness""","true","0","1","0","0"

"""fitness"""
"x","y","color","pen down?"

"""Fitness Plot Trex8000"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","10","0","10","true","""fitness""","false","1"

"pen name","pen down?","mode","interval","color","x"
"""fitness""","true","0","1","0","0"

"""fitness"""
"x","y","color","pen down?"

"""Fitness Plot Trex10000"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","10","0","10","true","""fitness""","false","1"

"pen name","pen down?","mode","interval","color","x"
"""fitness""","true","0","1","0","0"

"""fitness"""
"x","y","color","pen down?"

